Heart Rate (BPM),Blood Oxygen Level (%)
78.45025106632437,98.50506740050916
,98.27655830471572
79.86425437233821,98.24457119050192
76.95659337983253,98.6161095830068
68.48889181446559,97.93977886187646
71.64829086090947,96.80491907344874
65.222719273255,97.55307152771054
76.73815113829926,94.30245047993759
48.69171889861817,99.04517538205448
79.73192298408621,98.99650465502316
73.51992099919377,100
87.62148625159087,99.22451076734933
70.44503588445043,97.61730184183335
84.03342652423316,98.9734316518969
83.2803785473649,97.36306549811862
72.91402277273573,96.65776603380087
80.29323472179179,93.21914653312186
54.860006051222676,98.77628474345025
95.12348222971352,98.99749752313352
66.81680741109639,100
72.3252647864868,100
59.20747694018303,98.69426496850762
63.47682463286045,95.50820974193736
99.65307299113516,95.59658917585436
77.06835233367562,98.44328703246289
70.54823343388225,99.7947541952559
70.46467123031033,99.91706621087498
75.02968227011456,97.1316693156662
85.8368660629435,93.79926728944457
77.9075780573226,
78.22792335256342,
61.1524062710546,98.67071422587948
70.59301387035003,97.47398145809915
77.34780701952718,97.40257093962528
74.53213745540943,98.95516141732877
68.76188373904637,97.2803980607483
67.38743157053432,100
81.53346713105508,97.61892652659957
81.90295747522677,94.54069654674352
89.84118985474154,92.90617322866449
77.93675733482405,99.0676373390759
43.85677975100486,99.26840701915177
110.37436411299208,99.23093185164453
74.86797763642983,95.37734528539282
68.84966037503412,96.22980352542878
74.12758955245374,100
69.05858943073387,97.6309379835583
62.71943844859027,96.76113260791941
84.21830058362573,100
72.77180576789344,95.94128721003887
73.65840764459172,97.16845086943673
40,100
71.60267669956232,100
58.85087469385456,100
,99.47846124734146
78.54420140929575,100
65.79732762131938,99.88366106005783
67.86687621901916,98.66197385965623
76.44865772926259,98.02350291828002
67.40229905855266,97.39335207790754
59.17030455395178,95.51981294088422
49.17741529590679,93.57159171339238
80.04863676023686,99.90685985839434
67.252431084307,97.79977972676271
50.01718423919689,96.28539144812149
93.6849381365856,100
80.07038245875742,100
57.180742071364186,97.68595397390412
64.4304570606055,99.13879466230158
90.6961795076953,97.94600556899574
,97.27196314826882
68.72444585895444,100
86.26012731752924,98.53932811098862
72.48274673482852,95.50156669908232
93.44505489584634,98.72611217202197
68.80949637450063,99.26894454136065
66.44446027771292,100
75.24887879046642,98.5809261937223
89.47016187546078,98.11660152765221
78.742697240681,99.02819961493528
76.55317711240352,95.89435393764603
62.889202158957715,100
60.68525638276526,100
89.4866360568308,
91.06263529288398,98.6337287188812
90.57892673522362,95.24520065229726
86.86575833160546,98.05698059375466
81.69775150066978,98.99750865789531
81.46814335252458,95.94900071082627
77.00389865347886,96.90902721525266
83.43108250771836,97.03001616927098
74.37464051511083,96.7496088488571
,100
88.76339715679534,97.66975400696255
56.133555621574075,100
91.44470868375996,97.02664037869138
74.13282595925108,97.3091042146599
96.87299788219897,98.09282329847017
94.05699291129703,98.41265918105562
59.53872048734594,95.89695059952784
,98.7106374609031
47.01249601309016,95.77689365442751
69.20884528454692,100
80.33609411434321,96.93440683473743
87.70431462503394,99.72999703491654
76.03854179443313,96.87815609549823
81.64139370583213,100
64.46343898436206,97.05209741624991
74.7147103561669,97.89234394297232
66.14762391319609,97.51604350297939
79.23837660728759,97.40902247077759
95.84591823727804,95.06386212906627
74.14594932977909,96.54644482563802
54.43357220645869,98.7018509348468
77.94414386144683,99.0942067577891
85.58153620111287,95.72513479569673
61.22960336610643,96.69180138284256
93.62761732737323,97.84183559322963
66.05490978376272,98.16278419366635
63.59647174795203,98.76671182209762
48.29069569280374,100
79.03199138812126,98.67265782984332
102.23987279219071,95.99049154062146
80.50125062928394,99.38964933719835
63.987252548147126,99.96330382285716
82.69826021357441,94.83913327002664
87.00529730355206,98.9396183616329
92.40997848102624,100
56.475342544468255,96.70362930760268
98.29589655063174,99.39471152536329
78.20169113983798,96.5997326529015
101.29791837767971,97.40637863389955
77.33382320797311,96.23824719309765
83.65144555208543,99.24567736500396
60.77058106824265,99.53060892875865
89.77260997496602,98.83911860696458
58.84630533905789,99.188750781023
79.03167962975238,99.44856181562345
68.54190336153539,100
73.67842679662235,96.84998229396838
91.27837160351666,92.93868315508351
69.67466234905753,97.18215971113278
91.58512481845912,97.19876802490182
68.89554828898295,99.64263605476144
76.96358985233051,
107.24725531203877,98.53953864551967
76.82582986410395,100
73.86205360509949,98.0269822347912
77.09921086985774,
70.04625716505899,96.58308973515493
,99.44049922138063
105.88722289128762,97.82079124349927
68.90513658046484,96.86642399951526
52.16283521684334,98.11613797012116
72.66890386041234,99.6792098276783
80.35309969976838,97.78038196478796
71.88306593741711,97.66808372912126
74.268838528732,97.90548256095046
72.54145634962245,98.54160098742783
81.38305189044041,98.4141491407052
87.284667869019,98.39044954301858
72.1130399479186,95.56106113808868
113.84469522503318,97.70704559930445
,100
74.91815067280284,99.15525685346988
55.223480532530665,100
76.71408989893025,98.82701176596868
87.20828473069304,98.43586377313358
87.32325259770354,100
,97.11572740227354
76.73042364199841,97.00411026624701
67.79119956133154,100
97.45794253147719,99.80964940042944
76.85518906792677,97.43613245380318
40.73686036070599,96.73191999318539
80.52490497981967,95.93703252771866
45.7517813648615,97.36307445335171
81.75173761372798,99.84518679228613
113.80797364258152,93.6540351088064
95.40519232575897,100
,99.4159026741625
65.10809432213114,95.9351257134144
94.11247920889946,98.11743077197389
84.53835599599404,96.98896336577762
70.99739187269046,96.19289560633513
66.91860561763559,98.58284666183097
61.39891555044546,99.07805970797837
80.62025927143733,99.53886825795105
68.7485508416751,94.42641879831383
77.51771754116675,97.1139988803455
88.91651836557264,99.24301649908787
68.37437443783315,99.94165204492971
84.67649664301247,98.50499378273386
93.33493808328602,100
80.92770929360034,98.39173390125853
85.49349922277315,99.0562240966715
81.03959246727018,96.3294701439148
75.24393052033672,99.45274148819882
87.55707506577178,95.38846794311286
99.13821216950998,95.95240549036134
87.82487110834097,96.46482389392008
,100
72.48805972603434,97.28539570091259
73.04915795344284,98.89500782553817
89.21141358470769,99.12318800307749
67.10640488449445,99.060168914615
59.63442204468844,95.97640651743511
82.0338509383178,98.73580290394335
75.32464442013261,96.06040154986012
97.21974772588112,94.71327355181684
41.15035430521517,100
78.12127296383603,97.50413937524776
68.9440900100706,97.60510069461758
87.15418680451967,100
70.80010396788272,99.68220960518205
66.35924308859089,96.85574284658968
89.03820109316358,98.71957580643489
94.18479623490981,99.17992268615421
73.53478955308174,95.53420517620123
73.82250891754592,96.66416803307278
94.0587090788299,97.51540346371272
92.38263235498087,98.23302267121346
90.47138531466223,100
68.95903681629419,96.82118090148126
65.12297022096843,100
99.54965587211083,99.14228252605908
84.14566133455067,94.97949183349941
63.877827303809035,98.84607646934722
73.40463003855304,100
76.2745809239158,97.8094231995255
73.41531178797482,96.7286987855947
70.61612961689812,97.06624286665922
93.45902668898125,99.18486278234919
200.49164217071984,95.44177303704984
108.79967905293258,100
94.28075784786434,100
77.04467380743166,99.60607910978584
96.25660636342646,95.90760825153376
80.2923989669115,100
111.27437730796458,100
70.2758473425965,100
81.79567375681529,98.91312200480846
65.98943797048962,98.3342177644893
69.28405870258473,98.85052269960353
69.87908438629395,99.27694966646722
93.54355059163153,100
78.1204799532266,95.60353500132042
,98.78959953079938
76.40488315822438,99.35001383086909
60.391737208238794,100
68.38996240090668,97.73328966532736
92.25936014569183,98.5075212297378
54.84812328088728,98.10351336888876
,98.93881438389188
50.092930052949384,97.20898095750384
69.18866099820603,99.64330064409197
49.65589769492589,99.1307593739581
50.91424232819074,95.44323868507536
71.55301238920812,96.00168638493219
79.70565869942118,97.97689940627279
61.33311715211434,100
80.41658037354648,97.7776385573521
76.66007414446139,96.29430788616963
83.10228108526464,96.91504308754764
59.3900784200367,99.3435541960097
104.75930681422177,100
57.90978038747263,97.03664130495257
65.61885847901027,98.71138453720532
82.7246173834564,97.23921646804779
76.76712101081861,99.58487072575598
87.70378338281742,
70.3512897712962,99.86570335802412
56.59801521090476,93.03387042239629
52.12409293974201,99.56200995551224
101.69417360602517,97.76542781512595
70.45511439190763,
72.48907078607817,98.0333217984427
102.02087121412943,95.66511322858508
67.61860554551706,98.42718267895461
75.36362658773322,99.63395640379049
59.51176447043414,98.53270831908559
55.315357920156444,95.1201911163699
103.34665332019969,98.4463959130755
103.55451405850194,99.03560474376792
90.31568560189129,97.18740382324926
89.81269575726692,92.00399928163716
86.31552633060627,97.02832285541145
63.91053845459183,
79.36093123445607,97.80240841059586
219.19917821293126,95.49718073714564
40,95.41811667575935
91.78904510977195,99.54782321040044
83.31975087734023,98.32612290898479
55.24171087552287,98.98554006786212
69.59568617079961,96.85882437614679
90.78285581640053,97.04016907034018
76.9791036138773,96.72349140062697
49.518310382286955,
56.802182448170406,97.07853669820325
232.9449069272243,96.0114917597658
75.987903847437,96.57743114820374
90.87774885523184,98.3897263486072
102.57507753943835,95.9995008138728
68.11716587717633,98.65398754371532
80.2807726642774,94.86021373966511
45.50041600929967,98.60717119362462
65.89410772747883,97.84871155226813
83.63623827475048,98.64442796148133
72.11872146235429,98.6460949415492
81.77820362272324,95.95459800008439
,98.11256050039847
83.40389791999478,95.74072671299948
79.96234087947957,97.17770201369277
77.86290461478801,99.87749949862479
,96.03336043059556
61.144466167681855,97.88693201034015
95.33421566060946,96.38001064287474
86.88620302927416,98.61119803057532
63.16287270292614,99.84591757314325
75.96139804234822,97.0638192027948
54.12160904856954,98.43204551503933
67.83159248974803,97.55536624004513
83.03554731861378,96.04937916105328
78.90305684064622,98.70954588730906
76.73661369083312,98.97164826589822
61.745746384879894,96.02645508749997
58.703247387766645,99.72734463378326
89.24978126081376,100
100.40410060554859,96.21719579135718
83.24940487632044,100
72.41548925840945,98.00801026277064
93.37550042668862,97.86181385069152
,100
90.79593359633532,99.67539741114334
66.05071051805695,96.75322665666076
66.7872061889043,96.98416014361095
70.00812620664259,98.65153695559512
73.48209724098574,98.63055389673842
88.72407337315356,97.92305067401479
55.43502376632047,96.59292648824842
65.93380636879452,96.90623513542565
78.14474075208378,97.95220151385904
83.36737885874835,94.82883135583133
49.427346294961445,98.995198193499
63.14399275907707,98.51548662122386
48.76910932413675,96.12819718819418
64.50810416191422,98.96975745258447
68.43995088922179,94.57204549171469
82.54126845996775,98.73773688330304
40.63527842438362,99.79583833346521
84.79902905562923,98.78865178448319
67.35964595814927,99.20527353686445
69.88651609517504,99.33220911860919
89.56943398188272,98.79105026422484
95.17332153058396,97.89366274507994
65.17326635318395,97.36138267146117
65.07217358454463,
69.68666553329047,99.2140518992607
64.99830303193033,100
53.47364808228323,99.98244471308692
74.52867150144087,95.65726754790072
65.1003190249048,96.66797758772995
76.46784230578722,94.31635260742252
100.63037307140917,94.88549787486598
73.41525539302583,94.38930013568718
63.664454946605694,93.48199019524537
70.91664923653573,97.52408219942976
76.93035603474242,100
72.51804485364028,98.71016027061147
66.55756275958714,99.39114740814422
50.14892318783245,98.10802998540349
84.50501911872837,98.28801623519831
61.601508247099616,99.55389790190648
96.93714324591262,97.67350321472738
,98.2512627216972
67.25221599186595,97.18604521489027
67.92763049281922,95.56378141208631
77.25286255732789,97.74317462107325
62.003676451764704,95.64868276790897
64.87204996029539,99.76064039934943
84.3353369731331,98.9776385081046
59.7342545925717,100
83.2234157962652,96.43272106513024
87.41196127532002,95.25432440034234
85.01459813270009,94.94724213801028
78.50438060481238,100
47.937410181079215,97.2064976683622
56.839263006338186,95.00081379352426
54.66936173512282,98.9406917358609
69.32433637909124,97.33193179557065
,96.10811438957309
57.13377252472738,100
72.40983994456006,97.71724252937807
85.26306611,99.1341739536366
60.019111068844815,98.86613332371672
62.723134900289374,100
92.71439248281297,97.59731861867526
61.09049677612202,96.0022157060111
80.13412712190865,96.64134124915391
93.5888299419525,99.97961185386568
57.27758616643173,98.50113842279578
58.399769627624124,97.0592288564923
71.52778395643358,98.68599472509635
,100
65.37592573415077,100
104.56923809271402,98.7380799642534
83.07939874744844,100
62.935316033266716,95.15531768842271
54.50988125744609,99.24428304643527
74.05496173565092,97.6389357757108
81.58257452901702,95.7025572755818
102.60681781886849,96.13584084566466
76.13722151485987,96.36743757651439
71.35666555760915,98.58651204392918
60.35141281778513,95.78564904550493
80.55573957007549,99.41707793225879
90.25037794275737,99.92783060033523
48.189501374003285,97.76161491401261
76.12036926348425,97.58698488510396
59.69775928564896,98.31269163280815
54.636645803168776,97.01295215068369
100.40976950666317,100
88.30944633806313,93.81902265578681
65.90666177121545,97.22602587410258
72.57790774472498,94.87020238461054
70.24072626211674,99.1522326926447
58.11559331914752,98.42726411812401
66.88798962441649,99.50705616257014
86.75955489356986,98.31963472217646
66.51288808146879,98.78388635434864
81.96042808771023,96.25333101317804
,98.2961013047639
57.23703305045103,96.43567052036269
92.91609485131386,99.22442940612056
43.04455843722382,96.10441488810974
101.77474135021231,96.96874894782295
89.96916545158946,97.83165212209984
77.74069732191025,
68.31180995659759,98.06310554326787
69.48092809589551,100
78.0369422762888,100
77.77160352429384,97.39266612813056
60.61236855609999,98.80721432024556
76.0167293575729,99.10926753203039
78.8806524083719,92.10938897000045
70.49019103014416,94.56966194238157
108.58778347585044,98.89787608182844
72.9903926302307,99.02399542170458
48.549726722829924,98.30343811193403
59.84554313122224,95.77209406293927
85.55291770089755,100
64.16361003418177,99.13401680817931
,100
95.93041607674944,99.8659437744264
77.54681657849541,98.29490822522826
65.98172133202588,98.1696816766686
40,99.80674292873618
84.30507865116152,96.95350938283485
75.23223771824719,99.94598945212311
94.51113006518617,98.35190608421242
58.58092285593634,99.18347661385107
69.40134513620855,98.35653645153451
79.47929200617386,96.22617208499669
93.8391894815748,97.66371597050937
78.87704344908954,100
64.38839879666179,99.288461898963
94.46649538836888,100
70.31575298805218,99.88046030048368
77.70043929956576,96.86090453723396
86.2600834565007,94.88148722249397
98.44797229885555,99.69450823418457
80.53328252325272,97.66015623222629
113.80923855634816,99.38093261735088
73.65677826734475,100
79.40349200841845,
65.72028554109059,96.47542110174302
79.83886401394663,95.95741040163446
79.45724873838118,97.95635574542135
,95.17576027870766
81.6677113898496,98.70500131863668
67.09142141525423,98.80000483248065
78.84604909731551,98.78918342561903
64.91446702965898,94.62020821687295
83.24240855658947,100
66.61253477782058,98.25505584867336
54.029965571440194,97.09942479236057
58.04841668914976,99.29912917581854
57.37503526059996,99.27312412611539
67.07903981598056,95.70866429758433
62.29056688404348,97.90103441386673
74.66842060338921,96.80055258953527
264.46735633766275,97.16185349461345
82.7427354345562,99.04639132850959
80.74090776233524,96.25875811832985
70.14153081709635,99.11024226956917
93.63478301407153,96.14997548246554
61.103416508163264,100
90.09665984854928,96.69599761068527
77.34235246345861,100
69.08410346748629,99.6274734865666
91.94132834142874,97.61589895011143
83.35729116811174,96.09810055356543
58.86587628590995,99.04141478985186
80.4597090577447,100
80.44476599607164,99.24439991233825
90.11076191936681,96.84291983476054
83.78038860100108,100
84.85356634026499,98.58232088220569
68.37929237214908,96.69898240790224
71.8544141757178,100
71.21791576333115,99.3053328561071
51.019513115272346,98.815768356703
94.29982710821771,97.03305712694728
58.212572485403285,97.92918857523462
79.03082091557896,96.37293379898642
70.03361533314123,98.37026255384892
71.42341895652463,99.09628000371077
85.1631360983746,94.1357285785606
63.295241088413015,95.42142474713592
81.8486973170443,96.17876182442365
81.99182428874795,94.99039015821795
63.36607856265783,96.34699363702052
88.6674431681947,100
95.51144361391694,100
105.37086631224014,96.75915599031718
71.06951179520527,99.10576890918414
77.86684289627406,95.69910994227536
78.7828298743865,100
84.98656591256214,97.60645657684019
101.22809617668966,93.95344789168931
82.30241442166653,100
82.71089521309379,97.40071285388917
58.57994585918769,100
105.72965728750424,99.83504701373707
67.86986186191679,98.5913217915186
40,94.32806386886253
40.86454753608218,98.21775066255236
79.87615114777904,94.8799245926956
55.9032950703235,97.336608521803
75.80677688824906,98.32400778423879
52.57879316070609,
79.5756187167555,96.79356842844308
83.4641281597355,100
77.63754774816711,94.92795783190684
64.55499082956044,96.37046382220095
226.25672509351637,98.35678918991398
69.00954763024116,93.34772523278208
72.17465660286149,95.6398350068811
67.35455296656171,98.93270663806535
70.98125727970893,99.86492464694068
103.06873377495879,96.04984685790349
74.92573089807127,96.94283950848367
55.955598570566174,99.00894869383778
60.61124704348087,94.53735182729828
70.85724319858261,97.63671861145485
63.08039588414589,97.52940985994819
89.24489037918659,100
53.74587787110899,99.07008135349732
73.21399824142324,98.037592603171
,99.5361475729763
65.54859189675865,98.44129876414894
81.58587991305559,96.13517987498972
74.39502684603261,99.43804285286016
74.52667500074006,99.71735993374791
82.67839867292642,97.36000034863201
47.1170729399165,98.39960644433279
93.05042975337287,100
46.54519034251471,98.41571738357057
92.03873893898982,97.59010418529668
81.51018324433117,95.98931143848223
82.09711358123892,96.20160451338609
99.2184714113539,98.19159774407966
92.75178040833465,96.74536041186964
87.21262655027347,99.19666718189983
70.582060448767,97.15763422613256
69.5892942070573,100
87.62214779200066,98.46403128377652
81.79270870634728,94.84099737457508
79.5175941433123,98.37865424974305
74.14581278042411,97.25959669946549
68.88289541179195,99.43462814488801
54.15001275629612,98.01042218872149
84.65336140534733,98.82947665862906
72.274757084877,100
71.29975701532456,97.5754439578604
47.81161285772594,99.47242018661208
76.39052052452338,100
54.54937991905606,98.62415794586664
68.48055325676586,94.77662162669736
86.89054424481353,99.55565105804729
75.94915529865197,94.01908978789527
73.41930383284264,100
64.10074950097355,95.3914126633234
66.78687905332342,100
98.7804505826807,98.1675750088119
86.69603816557934,99.74833173460726
68.06853496516949,99.0223737804596
73.41705961902113,99.94408154179045
78.71000419250251,94.05780618380047
81.57124922395818,96.71399778346462
74.63525917838975,98.81418929993261
48.44432215079212,98.1043160510627
74.52781077,97.19701832963663
73.61264922730406,
105.85948840929518,97.55880674805891
115.37629943806472,100
84.63247027482345,100
64.84308133773189,
85.1852411406574,100
49.52261127467682,98.98201039906158
67.00978039628444,96.13160880743564
50.60422688243216,97.44141836392726
83.25829421873044,98.70475718113904
56.83993408673848,98.30409605118754
70.69515123809879,95.34826270148771
74.33796335747763,98.71392026084538
74.56606439452858,95.75997349796015
67.9069400699498,100
80.05074046452094,99.55912391010722
56.18643697983906,97.61932265009392
101.08919164158867,98.12772287031137
59.48902505788259,100
75.59546467772378,95.01014826270462
84.37444609190376,97.04050896380795
85.24074121393713,99.06732767865235
86.63040753330878,93.88652249816434
51.10850259033754,97.71971605378162
61.2391202210508,97.11152008362717
77.03786774329332,100
82.2174961244793,97.73040840559506
93.85692462391461,95.9371740374951
67.28971628713317,96.22925485213896
61.42509009758801,92.61458642343895
66.79755440833712,100
108.89148202647925,98.21686584159596
97.50642044601965,97.65140742841776
72.45762043789193,99.88110481961121
94.27205549806871,99.09694184152497
66.41272790182259,98.03210505105122
89.31777917889686,95.99630205796521
54.3162193518905,96.91656834261168
80.34735437675272,98.24913690006298
90.2920488754423,99.33818182106101
70.10049897093617,95.33563786245628
84.2012355337256,97.82825411327511
66.57663727839474,100
79.55315470504397,95.52071500485418
67.77683613208426,99.48841039186051
87.28706721105027,95.39997210855233
56.034485157673714,96.93581010066615
59.771738413306856,94.03992870874735
94.58563354822988,98.60317249913449
40,96.46024278983371
65.38487184692261,94.00625883366402
72.86879621566318,98.2766378400682
80.29511718949401,100
67.8329028869968,98.81852649863389
58.11358890119904,
93.39420620126558,99.56882432030343
90.79886691995388,96.56178177392424
69.31065279620798,98.21906056820018
48.13993481834219,100
79.59252148146686,98.29391876929694
77.72625811137894,96.32870842957131
64.99411913991457,98.69847368917868
45.67405435917739,97.23888288012846
70.92668680844218,97.925012882961
86.49833693937215,99.48869548922126
88.75751003607547,96.92263929090579
74.3372310423497,92.28816656981755
65.64789874364286,97.6535922783235
86.0169519798763,98.98518903564292
57.94484444050232,100
,100
73.67309331221459,97.33386530808725
98.1967052357239,98.9595719017276
98.75928250007209,97.5083641175541
55.23333243105579,99.77030559691983
68.4411317517042,97.6828353052838
111.50843670080313,99.50845377024731
64.67372517100183,100
99.2960862357647,100
89.64015846590634,95.01805663491453
92.8628716450691,94.41148708539865
68.31216301750268,96.12665783202905
68.75609604675525,97.88640226312627
61.340757034431505,96.94458723082366
86.98247151410226,100
50.45236988092225,96.4158211977702
72.54899323878155,95.77313055276812
99.51707847460995,100
83.91810011128423,99.08752258490307
90.03957798444313,98.59477430952683
50.33931545767725,95.77314726689696
60.08875508252143,100
92.76234718983491,97.54037457964147
,98.27081142616169
59.40537391949748,98.68149267035177
84.39579049650439,100
66.99661578373365,98.8880975199649
113.06338665984055,96.62994312408561
83.98546920382643,97.98707692681542
61.160822467997754,99.35808760388898
88.21530276083477,100
99.2215247526562,97.18809186103852
74.91068433637733,97.0140488817534
63.48100280104428,99.52471270207012
75.6648227800018,96.23311617627171
65.80804445308257,96.73697132752736
71.12527595139625,98.05132501674258
54.16734947655798,98.87399183351016
88.12822462745079,100
57.76081408945764,98.32838718264284
84.12242894148358,98.17502763411684
265.5429095106564,
78.34352180633107,94.93448067419426
,98.15864177851303
77.94325667004271,100
81.48972051943477,99.56514578912707
69.73704040851815,97.94914500290882
49.05684303949856,99.47124238367377
,95.53263644773256
80.86243827299059,98.86684729563433
53.508899888536995,97.93146679657167
60.28381826410627,98.2065407548734
69.78303959468428,97.26175083453704
40.5770595670415,100
85.61859176490218,97.01141041644122
67.66791995089372,95.87056242436921
79.32855712832989,95.0389558410662
59.0659309598248,93.69218374754998
105.2623277789593,
,96.43252541792309
67.52289664523776,95.3949609703441
92.98625609557826,97.47287535619425
57.758767894579535,99.36686158358127
76.36527695207444,97.8022057780086
,98.26783282239167
52.402947605516346,100
64.97016958284978,99.6470966412483
77.85244791713264,98.2229407285272
81.79980749627299,96.0302329072687
62.66552831640968,96.90601027277623
102.60851062707164,98.05729824184577
82.21415457413303,99.43521681925593
86.64978364788661,98.68177196501613
85.76983711962443,96.76351532558442
51.55038893733891,98.80186921786942
73.27844899283231,100
74.75644047055934,98.58378355886131
71.18461118741531,99.2324893345832
78.11187020397617,97.30705020760323
,97.61626317189787
76.92128832314947,94.62519928056571
70.45026788512303,98.27347272815403
43.25938325501856,92.48238170037646
81.33634233266454,94.95425800379829
57.28205588240432,98.67173550391132
69.29218131618768,96.02254495188338
71.18400645733253,94.03741879442616
47.30715938314391,98.13659105329384
,94.91927783904802
83.1806338016802,100
65.94272762668824,98.9465074799659
69.10640073440764,100
76.092624069535,98.78243804222035
48.62675995193187,100
68.88441845654665,96.06699875389008
73.34071382176778,96.79014802872722
101.46802686117243,98.5849346498683
61.19562524003797,97.74857035588107
86.83319371686318,98.2904103
74.97308103474624,97.94053939623439
57.966148804175646,97.58589967258646
65.50588204876664,96.12514663395524
,96.5335748384004
86.6549322989663,96.21287611429048
67.19580509614686,96.03662183360868
80.15587070831619,98.13112022487044
59.4447795482496,96.56634917274056
72.35162920175601,96.95083813055585
68.55610312862542,100
88.97665898287691,98.95658868993623
81.94263868604656,99.61840761871976
64.85899149945568,100
66.35259994607264,100
74.56425071228004,97.97597365496085
72.58069749488699,98.5476359124561
70.80714754944076,96.96798032657239
69.7206790611641,
95.68780469077186,95.01890278239784
,95.9735649600887
79.49971804143865,96.95110210746031
111.34003313308531,98.39953627
62.302666049626836,95.71710326196893
77.890760152346,96.05558231495023
78.66697115026865,
74.83354421840725,96.62598127916202
75.61659726120179,98.12487095977522
61.81523203909073,98.10458504922313
80.38266573890701,97.3555500283421
47.44147177815433,97.50015603022784
101.96755901731503,98.01097967035976
100.69558924625584,100
70.06152250264543,97.28198046992301
90.77627549939065,97.7189006327435
70.59946327054512,95.40874131990871
75.14715042407185,98.94088588464217
64.78596916575883,97.87339991876533
87.29658052127309,96.9395237445491
66.28066565213382,95.64218412681261
86.77732286924598,98.69694540497397
74.36934348053535,95.8179242408521
74.74130567533506,
52.630165732074,100
75.89778045891494,100
57.81238290483277,98.06042618145298
75.92391662375533,99.24843014907431
104.09652394855034,96.60997878270638
54.1566963132441,95.37238000478096
72.79641862441987,98.26566524769389
65.46753388799786,96.79922123517579
59.395225533820124,95.25613934056544
63.13137783903935,94.57959665053447
97.06234309046911,97.40009226850412
101.04729005762947,99.98624046520334
59.304825978656766,97.68642645574515
81.01363821932866,97.59212016428306
61.21510029665628,97.89456834096434
64.82514420913905,96.08906711781005
44.26152420698209,97.1202399052169
106.97742701698543,100
91.4747785043054,100
65.22472614262755,100
79.27258951779734,99.54022926898121
69.00027509987584,100
89.1892821155382,95.8235282632391
69.88115969518061,100
72.07838038200127,93.88663707040081
65.06920166713908,97.35012732352718
84.05839518542416,91.06216717486544
108.13992531696098,99.50461690795541
70.73611418144297,95.66574567291107
70.56405193693796,95.88030915466754
74.62289103681204,100
78.90313490938192,97.51185944757827
70.51534342386037,99.27626817334635
,97.06774499488826
76.23786211993688,96.10052548107892
48.73397121656585,99.78661547795322
66.78898585856577,98.3426711980416
44.98510252251859,98.42745897111936
